"2017","10",1146,343,112,691,0,24,0,3,0,0,6,0,12,0,83,3,24,1,0,2,9,0,6,0,33,94,1,16,0,14,11,0,38,83,1,8,0,45,0,603,210,2,13,0,0,32,25,15,325,19,6,13,28,66,0,6,22,0,0,1,0,2,0,1,0,11,5,83,0,0,0,1,6,0,6,3,6,62,1,35,0,8,362,0,0,2,9,0,0,0,13,0,243,1,0,3,19,0,21,0,2,1477,2,25,0,490,852,0,5,0,0,19,0,5,0,57,3,133,0,0,5,33,1,27,0,18,643,3,41,0,180,0,0,7,41,1,1,2,16,0,139,6,5,5,0,0,3,4,2,4,1,0,2,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,89.2475530322581,147.313797193548,149.916716806452,23.272194483871,1.32046503225806,33.6650502258065,1.32046503225806,85.8237144193548,44487.0262190323,1509.96625180645,0.397878161290323,1.77613016129032,137.594179967742,199.064611258065,8.77276338709677,678.719162774194,4.84783261290323,29597.4085010968,329.864922419355,1.12272467741935,0.494807741935484,230.576506806452,4.6297235483871,0.927327483870968,1953.59997645161,12.1248752580645,3.27688061290323,13.4806451612903,0.798774193548387,30.4935483870968,115.562701096136,105.633463622569,129.925088291476,101.014806648411,124.233508544816,94.0989711738551,0,0,16963,6,3,6,7,6,6,7,7,3,2,6,5,1,5,5,5,7,5,4,3,7,7,1,4,7,7,6,3,5,6,5,5,7,6,3,3,6,6,2,5,5,4,6,4,5,4,7,7,3,5,5,6,19,50,83,69,14,54,37,32,21,29,9,12,19,17,14,"4.2999999999999998",10,1
"2017","11",1070,331,55,684,0,16,0,4,0,0,4,0,18,0,38,0,17,0,0,3,20,0,3,1,17,75,0,1,0,15,16,0,23,76,0,6,1,20,0,659,259,3,11,6,0,9,12,8,420,45,5,7,24,58,2,10,28,0,0,1,0,3,0,2,0,3,3,73,0,0,0,2,10,0,6,0,7,45,2,20,0,10,405,0,0,1,9,0,1,0,15,0,190,2,0,4,28,0,16,0,2,1520,3,11,0,421,714,0,2,0,0,16,0,11,0,44,1,80,1,0,4,30,0,28,0,11,490,4,44,0,139,0,0,8,60,0,4,0,3,0,73,5,0,5,0,0,0,0,3,8,2,2,2,15,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0,86.6296560333333,142.637524733333,146.315348066667,22.5728595333333,1.320976,34.5730563666667,1.320976,85.5130193666667,39240.6816273667,1456.73128173333,0.428447433333333,1.7571975,132.839037666667,192.297307766667,8.50975903333333,588.6921903,5.12157863333333,28552.1926177333,275.2810274,1.12594476666667,0.522672666666667,220.9398494,4.6403727,0.9406622,1894.34710273333,11.7969113666667,3.23227506666667,8.00666666666667,1.65753333333333,28.45,120.500268941428,106.490235335425,140.765423018447,101.473530122453,125.772876291506,100.707900699096,0,0,15928,6,3,6,7,6,6,7,7,3,2,6,5,1,5,5,5,7,5,4,3,7,7,1,4,7,7,6,3,5,6,5,5,7,6,3,3,6,6,2,5,5,4,6,4,5,4,7,7,3,5,5,6,17,36,77,62,9,51,26,30,18,25,12,14,18,16,9,"4.4000000000000004",11,1
"2017","12",1184,400,96,688,0,17,0,2,0,0,3,0,6,0,51,1,25,0,0,3,13,1,5,0,17,50,0,0,1,12,16,0,54,141,0,13,0,33,0,777,333,14,30,43,1,47,20,16,307,24,6,15,36,101,2,23,52,0,0,0,0,1,0,1,0,17,4,62,3,0,0,5,2,1,9,0,2,32,2,15,0,14,279,0,0,0,10,0,0,0,9,1,157,7,0,0,13,0,19,0,1,1228,3,2,0,617,632,0,1,0,0,18,0,18,0,61,1,95,1,0,1,15,0,14,0,5,347,1,22,0,191,0,0,13,77,0,3,0,7,0,108,35,5,5,0,0,5,2,2,3,1,2,0,14,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,91.8112966451613,148.329730387097,153.976319935484,23.8753546774194,1.34222948387097,36.4031175806452,1.34222948387097,86.1585003870968,46000.8571454839,1565.50575990323,0.403647419354839,1.79900877419355,144.062975483871,201.666964096774,8.95372341935484,689.905574903226,5.15952422580645,30030.6612542903,335.245415129032,1.13391016129032,0.50217864516129,232.370471290323,4.69086835483871,0.943410387096774,1993.22892196774,12.3203898387097,3.3326415483871,5.69354838709677,3.39061290322581,34.4193548387097,121.992279700185,107.027825154569,143.637979173419,101.435397769266,130.229049472732,102.720749850077,0,0,8450,6,3,6,7,6,6,7,7,3,2,6,5,1,5,5,5,7,5,4,3,7,7,1,4,7,7,6,3,5,6,5,5,7,6,3,3,6,6,2,5,5,4,6,4,5,4,7,7,3,5,5,6,19,42,78,63,16,62,30,32,23,31,9,13,18,14,8,"4.2999999999999998",12,1
"2018","01",947,312,73,555,7,32,0,1,0,0,10,0,9,1,44,2,20,0,0,0,19,0,5,1,17,62,0,2,0,19,8,3,50,81,0,7,0,19,45,840,351,25,22,13,0,44,7,28,373,23,20,12,51,73,11,18,37,0,1,3,0,8,0,4,1,18,6,35,5,0,0,1,9,1,10,0,4,86,1,38,0,34,274,0,0,0,7,0,1,0,45,0,151,5,0,2,36,0,14,1,1,2112,1,18,0,545,761,0,4,0,0,13,0,8,0,127,4,69,0,0,2,26,0,38,0,7,499,3,14,0,300,2,0,13,65,0,3,0,28,0,142,13,0,4,0,0,13,2,3,5,2,14,1,105,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,95.3065815806452,148.317100774194,156.924061741935,24.3839376451613,1.37875567741935,37.4547174516129,1.37875567741935,87.5850430645161,49777.7201154839,1607.80760116129,0.41318764516129,1.82112822580645,151.268875806452,207.796799258065,9.60699338709677,708.684901580645,5.19916738709677,30825.9209844839,344.380956258064,1.13200993548387,0.515277838709677,238.603148677419,4.714513,0.968333870967742,2056.38359529032,12.4276469677419,3.37494264516129,6.3258064516129,2.80364516129032,34.6516129032258,128.461669849086,111.626894489329,152.812740382656,105.09498278024,136.611508213754,105.951006760574,0,0,9005,5,3,6,7,6,6,7,7,3,2,6,5,1,5,5,6,7,5,4,3,7,7,2,5,7,7,6,3,5,6,5,6,7,6,3,3,6,6,3,5,5,4,6,5,5,4,7,7,3,6,5,6,19,35,78,59,15,55,27,29,22,37,9,13,16,14,9,"4.2000000000000002",13,1
"2018","02",751,304,48,399,0,23,0,1,0,0,1,0,13,2,49,1,13,0,0,1,10,0,4,0,17,68,2,13,0,8,16,12,25,156,0,2,0,28,55,658,255,30,13,65,0,21,6,9,364,7,6,16,18,56,3,4,23,0,5,0,0,12,0,8,0,14,2,14,1,0,0,3,4,0,2,0,4,132,0,25,0,13,297,3,2,0,13,0,0,0,23,0,131,3,1,6,29,0,13,0,2,1783,3,14,0,548,545,0,1,0,0,21,0,4,0,137,1,67,1,0,4,16,0,13,0,9,475,1,18,0,189,1,1,4,59,0,0,0,14,4,113,7,0,1,3,0,3,3,1,5,5,0,1,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,96.0197775357143,147.509733,158.874702392857,24.7295299642857,1.40090182142857,38.0394488571429,1.40090182142857,90.028542,51645.7205314286,1634.96251260714,0.418796428571429,1.82913353571429,154.712021142857,212.711078607143,25.2805996071429,720.055615571429,5.29676517857143,31347.4726965,349.936321,1.1326045,0.524357821428571,242.63464675,4.88975428571429,0.984955607142857,2113.546982,12.5223147857143,3.34959885714286,2.82857142857143,0.999857142857143,32.15,126.349051212069,111.918959905413,147.221807973306,105.369045557368,137.619065520228,107.01022321662,0,0,4680,5,3,6,7,6,6,7,7,3,2,6,5,1,5,5,6,7,5,4,3,7,7,2,5,7,7,6,3,5,6,5,6,7,6,3,3,6,6,3,5,5,4,6,5,5,4,7,7,3,6,5,6,20,41,88,75,9,54,29,27,22,31,9,14,16,15,17,"4.2000000000000002",14,1
"2018","03",923,344,66,513,0,16,0,1,0,0,3,1,35,2,56,3,15,0,0,2,13,3,6,3,21,69,0,6,1,37,24,8,19,94,0,4,0,13,70,795,206,61,13,65,0,37,9,13,347,14,4,20,16,60,1,24,14,0,3,0,0,1,0,3,1,8,10,8,3,0,0,6,12,3,5,3,9,128,1,20,0,9,308,0,0,0,6,0,0,0,19,0,154,0,0,3,34,0,17,0,2,1523,1,7,0,585,598,0,0,0,0,14,0,6,0,73,1,113,1,0,6,22,0,19,0,28,425,3,32,0,232,0,2,4,79,0,3,0,4,3,169,7,2,4,1,0,2,1,3,15,12,4,3,5,3,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,95.7895328387097,145.800132548387,158.540169645161,24.5757124516129,1.39570861290323,37.9938426451613,1.39570861290323,90.7218557741935,52163.1310522903,1630.02084870968,0.417358677419355,1.82279309677419,156.318367612903,213.273600741935,25.2594608709677,717.389925451613,5.42418058064516,31329.374060871,348.672979354839,1.13239912903226,0.522446129032258,241.956108322581,4.83449058064516,0.98137135483871,2103.86670425806,12.4838454516129,3.35433419354839,5.39032258064516,1.63458064516129,28.7354838709677,126.116602528028,111.484121962948,147.282110157735,106.379336816158,132.46644058924,110.478047453876,0,0,6750,5,3,6,7,6,6,7,7,3,2,6,5,1,5,5,6,7,5,4,3,7,7,2,5,7,7,6,3,5,6,5,6,7,6,3,3,6,6,3,5,5,4,6,5,5,4,7,7,3,6,5,6,22,36,89,56,13,61,28,30,21,32,7,12,18,12,9,"4.2000000000000002",15,1
"2018","04",821,316,71,434,0,17,0,1,0,0,0,0,36,0,59,7,16,1,0,3,6,1,16,1,26,89,1,3,0,15,29,17,22,62,0,4,0,36,75,1196,376,49,29,50,0,24,2,5,398,15,1,13,14,58,4,38,22,0,3,1,0,1,0,7,0,15,13,10,0,0,0,8,4,1,1,0,3,83,3,23,0,17,339,0,0,0,8,0,0,0,27,0,125,3,0,0,8,0,17,0,4,1334,0,13,0,621,818,0,1,0,0,10,0,9,0,70,2,88,1,0,6,12,0,16,0,15,229,2,41,0,212,1,3,3,79,0,0,0,6,2,330,12,1,5,0,0,7,1,0,10,0,0,2,2,0,1,1,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97.5899340333333,145.535400866667,160.164816766667,24.8501590333333,1.40798446666667,38.3243051,1.40798446666667,92.2703978666667,56896.7598842333,1647.06960043333,0.420603333333333,1.83989756666667,162.4107811,216.111749866667,25.536135,723.694697933333,5.71434036666667,31653.6413293667,351.6841078,1.1465392,0.526739533333333,244.182162466667,4.9703594,0.989833566666667,2120.54151416667,12.6241967333333,3.39826423333333,10.6,1.8905,26.4,128.083658939941,111.717952193763,151.756233761497,106.154141112105,133.89184750269,109.956109865193,0,0,12693,5,3,6,7,6,6,7,7,3,2,6,5,1,5,5,6,7,5,4,3,7,7,2,5,7,7,6,3,5,6,5,6,7,6,3,3,6,6,3,5,5,4,6,5,5,4,7,7,3,6,5,6,20,64,90,70,14,47,27,31,19,20,8,14,18,15,8,"4.2000000000000002",16,1
"2018","05",877,372,79,426,0,24,0,2,5,0,0,0,20,2,81,7,12,1,0,2,6,2,11,0,15,84,0,9,0,29,10,8,26,61,0,4,0,41,63,841,425,32,27,43,2,15,3,8,382,24,11,18,5,121,1,16,16,0,0,1,0,0,0,4,0,25,13,12,7,0,0,0,3,1,2,0,3,96,0,14,0,22,430,0,0,0,8,0,0,0,39,1,156,26,0,0,44,0,18,0,7,792,2,15,0,488,949,0,2,0,0,10,0,9,0,118,2,104,1,0,9,27,0,29,0,13,181,3,54,0,184,0,2,0,57,1,0,0,7,3,184,14,3,6,4,0,11,0,3,15,1,3,2,7,3,0,5,2,0,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,7,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,94.7439344193548,142.024960387097,155.778481774194,23.9652153548387,1.34908203225806,36.851218,1.34908203225806,90.9313330967742,56648.3313460323,1576.52164229032,0.405272,1.79539461290323,155.547962096774,209.166248193548,24.372116483871,693.426527516129,5.94958493548387,30290.9943260323,337.060659903226,1.13957603225806,0.504601161290323,234.624932322581,4.83564890322581,0.948204870967742,2027.15313451613,12.3560380645161,3.386193,12.9225806451613,1.50561290322581,25.2774193548387,132.836006812929,112.052888096146,162.898254687632,107.508141099892,134.349342495601,107.238221029819,0,0,13580,5,3,6,7,6,6,7,7,3,2,6,5,1,5,5,6,7,5,4,3,7,7,2,5,7,7,6,3,5,6,5,6,7,6,3,3,6,6,3,5,5,4,6,5,5,4,7,7,3,6,5,6,23,65,96,72,14,50,26,32,18,24,16,28,35,31,54,"4",17,1
"2018","06",1088,327,92,665,4,33,0,5,0,0,6,0,30,1,59,0,14,1,1,4,2,0,26,3,32,109,1,12,1,28,44,20,19,59,0,2,1,31,45,785,172,28,14,90,0,22,3,7,325,21,12,15,13,91,7,7,37,0,2,0,0,1,0,8,0,18,3,13,5,4,0,2,1,0,4,0,2,138,1,13,1,19,312,0,0,0,4,0,2,0,36,0,134,46,1,0,19,0,10,0,2,875,1,14,0,476,964,0,0,0,0,10,0,25,0,81,7,73,1,0,2,18,0,35,2,24,270,0,64,0,239,0,2,0,50,0,0,0,6,5,159,6,0,2,17,0,2,0,1,34,2,0,0,3,60,2,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,2,1,94.4093124,140.5504727,154.8005405,23.7101476333333,1.328781,36.3127317,1.328781,89.9294720666667,56227.2276856667,1554.00471783333,0.4005992,1.78042113333333,156.736922533333,207.693267733333,23.9627069,682.988567266667,6.1426339,29947.6838294,332.0140729,1.13870796666667,0.498985566666667,231.793846233333,4.77946846666667,0.9348787,2006.7086457,12.2802299666667,3.4423033,14.91,0.1629,25.3766666666667,131.646123912483,109.848974050575,163.175141815922,103.887754443605,135.314499108961,108.076086326525,0,0,15065,5,3,6,7,6,6,7,7,3,2,6,5,1,5,5,6,7,5,4,3,7,7,2,5,7,7,6,3,5,6,5,6,7,6,3,3,6,6,3,5,5,4,6,5,5,4,7,7,3,6,5,6,24,52,86,80,13,72,30,34,26,27,35,48,51,67,100,"4",18,1
"2018","07",1269,408,133,728,0,32,0,0,0,0,0,0,22,1,59,2,20,0,0,2,2,1,37,4,33,136,0,10,1,34,58,6,31,4,0,1,0,12,35,909,166,112,32,16,0,38,13,7,275,34,1,14,9,110,1,21,28,0,7,0,0,0,1,8,3,25,4,5,9,3,0,3,1,0,10,1,7,215,4,13,0,19,448,0,0,0,2,0,0,0,29,0,164,64,1,0,2,0,24,0,2,816,0,26,0,514,990,0,1,0,0,8,0,18,0,78,9,79,4,0,7,12,0,35,0,16,225,2,89,0,306,1,1,13,7,0,0,0,7,1,156,3,31,3,1,0,9,3,2,85,2,0,0,2,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,95.2260476129032,139.12622683871,154.275083419355,23.5233600645161,1.31614919354839,35.9216543870968,1.31614919354839,90.3295087096774,56929.4990944516,1535.62994829032,0.397314419354839,1.77367509677419,163.492354354839,205.586708870968,23.6332174193548,676.501391258064,6.27134332258065,29907.2493389355,328.942330290323,1.12705122580645,0.494715709677419,229.054827064516,4.79057561290323,0.924721838709677,1974.62011467742,12.121255516129,3.46360012903226,18.9774193548387,0.565903225806452,22.1516129032258,129.840947702809,105.898296686868,164.473377966392,101.329004182498,126.908341396209,103.731646006272,0,0,16180,5,3,6,7,6,6,7,7,3,2,6,5,1,5,5,6,7,5,4,3,7,7,2,5,7,7,6,3,5,6,5,6,7,6,3,3,6,6,3,5,5,4,6,5,5,4,7,7,3,6,5,6,24,53,91,71,14,66,31,35,21,28,21,14,17,16,18,"4",19,1
"2018","08",1134,386,73,665,10,21,1,3,0,0,2,0,29,0,111,2,10,1,0,0,3,1,35,0,9,145,0,1,4,30,6,4,33,10,0,1,0,10,32,1104,179,77,15,10,0,29,5,10,419,23,3,27,10,85,1,37,17,0,4,0,1,0,0,21,2,30,11,4,4,0,0,1,4,0,7,2,7,167,5,20,1,21,293,0,2,0,5,0,1,0,24,1,189,26,1,0,13,0,12,0,2,652,6,26,0,507,963,0,0,0,0,14,0,11,0,79,8,83,1,1,3,11,0,23,0,3,140,0,83,0,226,1,0,2,7,0,1,0,2,1,228,6,3,5,0,0,3,2,0,47,6,0,1,2,0,0,5,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,93.1075259677419,137.456879419355,151.840152290323,22.9921034193548,1.28750670967742,35.229392483871,1.28750670967742,89.3665064516129,55207.9420561935,1503.76874296774,0.388998419354839,1.75222087096774,158.622952258065,202.63161,23.1613179677419,661.777655677419,7.48891096774194,29561.525245871,321.643534806452,1.11570838709677,0.482527451612903,224.331383290323,4.71554187096774,0.905077774193548,1934.03543912903,11.8751210645161,3.5244844516129,17.4967741935484,2.5761935483871,23.8516129032258,127.500840494068,102.842949843657,163.167846533993,97.4752313856936,125.099540790902,107.60218960803,0,0,14659,5,3,6,7,6,6,7,7,3,2,6,5,1,5,5,6,7,5,4,3,7,7,2,5,7,7,6,3,5,6,5,6,7,6,3,3,6,6,3,5,5,4,6,5,5,4,7,7,3,6,5,6,22,58,91,75,19,51,34,37,23,43,16,14,21,21,13,"4.0999999999999996",20,1
"2018","09",1153,495,48,603,7,18,0,1,0,0,2,0,11,2,88,0,9,1,0,1,2,1,35,0,25,116,0,15,0,52,1,10,16,14,0,4,0,16,84,1167,89,32,3,25,3,18,4,5,373,30,4,312,16,114,2,46,8,0,8,1,0,2,2,7,0,22,14,10,3,0,0,1,5,2,4,2,2,169,2,15,0,25,310,0,1,0,14,0,0,1,14,0,160,32,0,1,27,0,9,1,0,693,2,13,0,619,647,0,2,0,0,5,0,8,0,58,4,64,0,0,5,22,0,23,2,12,186,0,63,0,240,0,2,3,14,0,1,0,15,3,339,2,16,4,0,0,1,2,0,23,5,3,0,9,4,2,23,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,96.8097228,138.8608289,153.433064533333,23.3475902333333,1.3062119,35.8578423,1.3062119,94.0198239333333,54860.9036978333,1525.20135236667,0.394396633333333,1.76973343333333,160.9666492,211.287890766667,23.4731614333333,671.392976833333,8.2816263,30003.4245948333,326.3221249,1.11961763333333,0.489154333333333,227.529966933333,4.68063836666667,0.9184543,1955.59065436667,11.9419412666667,3.61729116666667,14.9233333333333,1.35143333333333,26.47,131.720310839944,103.454705513081,172.605783575972,98.2297484346611,124.524515016066,116.620997054346,0,0,16393,5,3,6,7,6,6,7,7,3,2,6,5,1,5,5,6,7,5,4,3,7,7,2,5,7,7,6,3,5,6,5,6,7,6,3,3,6,6,3,5,5,4,6,5,5,4,7,7,3,6,5,6,21,54,82,85,18,51,36,31,26,32,9,16,19,24,25,"4.0999999999999996",21,1
